query,label
1' and 4386  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4386  =  4386  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    and 'fdbm' like 'fdbm,sqli
bru_na,sqli
SELECT rich ( s )  FROM sail UNION ALL,sqli
mira boncompte,sqli
SELECT * FROM chance WHERE similar = 'pile',sqli
ruano barril,sqli
 UPDATE somebody SET bark = 'excitement'WHERE dot = 'camera',sqli
SELECT * FROM rod  WHERE appearance = conversation,sqli
"1""   )    )    as qqhm where 7182  =  7182",sqli
badajoz,sqli
-1629'   )    )     )   or 4493  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4493  =  4493  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    and    (    (     (  'tezf'  =  'tezf,sqli
"jana, la",sqli
1' in boolean mode  )   and 6969  =    (  select 6969 from pg_sleep  (  5   )    )   #,sqli
"   SELECT full,trail,oldest,to,zipper     (  (  suddenly JOIN worried ON mood.slipped =  themselves.problem )   INNER JOIN ourselvesON Orders.moment =  give.shorterID ) ",sqli
"-1949  )   as smyn where 4066  =  4066 union all select 4066,4066--",sqli
SELECT * FROM tears FETCH FIRST 50 PERCENT ROWS ONLY,sqli
1   )    )    as mlpf where 7425  =  7425,sqli
23715739w,sqli
"1   )    )    as mgvw where 4923  =  4923 union all select null,null,null,null--",sqli
SELECT DISTINCT half FROM vast,sqli
SELECT * FROM farm WHERE split NOT BETWEEN 'settlers' AND 'flat',sqli
"1  )   where 7425  =  7425 union all select null,null,null,null,null,null,null,null,null,null--",sqli
"SELECT * FROM all WHERE poor BETWEEN ""sheet"" AND    ""telephone""",sqli
SELECT * FROM inch WHERE original BETWEEN '1996-07-01' AND '1996-07-31',sqli
8773450000000000,sqli
butkus@cpanelhost.com.uz,sqli
SELECT * FROM  ( SELECT attack FROM nearby ) ,sqli
SELECT * FROM only WHERE    NOT acres = 'whale',sqli
"1  )   where 9724  =  9724 or char  (  68  )  ||char  (  69  )  ||char  (  97  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  5389  )  ,0  )  ,5000000000  )  ,null  )  --",sqli
SELECT * FROM keep 3,sqli
DELETE FROM sail,sqli
" SELECT Orders.OrderID, Customers.CustomerName FROM Orders INNER JOIN  Customers ON Orders.CustomerID  =  Customers.CustomerID;",sqli
"  SELECT tableID AS ID, upper AS yesterday FROM future",sqli
SELECT * FROM wet FETCH FIRST 50 PERCENT ROWS ONLY,sqli
"1""  )   as gffq where 4387  =  4387 or extractvalue  (  1297,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  1297  =  1297,1   )    )     )  ,0x717a767a71   )    )   --",sqli
"  SELECT ever,moon,husband FROM loss LEFT JOIN Orders ON special.porchID =  cave.bite ORDER BY remain.they",sqli
-6036   )    )     )   or 3440  =  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select   (  case when   (  3440  =  3440  )   then 1 else 0 end   )    )   ::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric  )   and    (    (     (  6723  =  6723,sqli
"   SELECT thy, think, paint FROM cast WHERE top  IS NULL",sqli
SELECT * FROM bean WHERE morning IN  ( SELECT find FROM selection ) ,sqli
9540,sqli
"SELECT post_id, meta_key, meta_value FROM wp_postmeta WHERE post_id IN  ( 578 )  ORDER BY meta_id ASC",sqli
SELECT AVG ( customs ) FROM sit SELECT SUM ( red ) ,sqli
SELECT COUNT ( machinery ) FROM unknown,sqli
"-7378' union all select 2071,2071,2071,2071,2071,2071,2071--",sqli
SELECT change ( s )  FROM chicken UNION ALL,sqli
dana,sqli
DELETE FROM comments WHERE created_at < '2023-05-16',benign
57i-9557a,sqli
"c/ venus 91, 1e",sqli
"1 or 7552  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  -- dpph",sqli
1'||  (  select 'xlmt' where 1664  =  1664,sqli
"1   )    )    union all select null,null,null,null,null,null,null--",sqli
"select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  ||'",sqli
"1""   )    )    as uqem where 3521  =  3521",sqli
winston@chinavende.bi,sqli
"1'   )    )    and char  (  111  )  ||char  (  77  )  ||char  (  121  )  ||char  (  88  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   and    (    (   'lshk' like 'lshk",sqli
eseyente,sqli
keaton3,sqli
"  SELECT perhaps,point FROM syllable WHERE sleep = 'dog' UNION SELECT anywhere, you FROM grandfather",sqli
SELECT * FROM tin ORDER BY minute DESC,sqli
"-5904"" where 9782  =  9782 or 5903  =    (  'qqpjq'||  (  select case 5903 when 5903 then 1 else 0 end from rdb$database  )  ||'qzvzq'  )  --",sqli
"1%""   )    )     )   and 8312  =  dbms_pipe.receive_message  (  chr  (  69  )  ||chr  (  79  )  ||chr  (  101  )  ||chr  (  68  )  ,5  )  --",sqli
"1'  )   as fyuh where 7608  =  7608 and 4241  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  4241  =  4241  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )  --",sqli
"1""  )   as vpna where 5450  =  5450 or char  (  75  )  ||char  (  70  )  ||char  (  99  )  ||char  (  83  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  --",sqli
1%'   )    )     )   or sleep  (  5  )   and    (    (     (  '%'  =  ',sqli
"  SELECT Orders.fireplacerID, Employees.captain, Employees.seed FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID  =  Employees.forID ORDER BY Orders.slowID",sqli
SELECT * FROM today WHERE bottle = 'importance' FETCH FIRST 3 ROWS ONLY,sqli
"  SELECT suitID AS ID, nervous AS store FROM crop",sqli
"INSERT INTO skill  ( lunch, entire, basket )  VALUES  ( 'scientist', 'government', 'worried' )  ",sqli
SELECT COUNT ( disappear )  FROM excited,sqli
"  SELECT richID AS ID, itself AS chosen FROM mine",sqli
"c/ costa verde, 100 4c",sqli
" SELECT * FROM zulu ORDER BY height ASC, remove DESC",sqli
"  SELECT nuts,though,worry FROM aside LEFT JOIN Orders ON quick.careID =  sometime.write ORDER BY crack.card",sqli
"-3595'+  (  select vppx where 6018  =  6018 union all select 6018,6018,6018,6018,6018#",sqli
olascoaga huix,sqli
SELECT AVG ( decide ) FROM recently SELECT SUM ( classroom ) ,sqli
SELECT plan,sqli
1'  )   as irck where 3660  =  3660 or   (  select * from   (  select  (  sleep  (  5   )    )     )  ydpu  )  --,sqli
69346006v,sqli
SELECT TOP 3 * FROM off SELECT * FROM dried 3SELECT * FROM bear,sqli
"   SELECT cow, broad+ ', ' + class+ ' ' + increase+ ', ' + hay AS facing  FROM son",sqli
SELECT * FROM individual WHERE    NOT post = 'horn',sqli
eflujo,sqli
1 where 3744  =  3744,sqli
SELECT TOP 50 PERCENT * FROM win SELECT * FROM stranger FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM stiff,sqli
1'   )    )     )   and 3602  =  1990#,sqli
tordera savall,sqli
"1' in boolean mode  )   or 4915  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --",sqli
"1%""   )    )     )   or 7417  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  --",sqli
SELECT map FROM will UNION ALL SELECT accurate FROM wrapped ORDER BY grew,sqli
1'  )   where 5307  =  5307,sqli
"1""   )    )     (  select   (  case when   (  5451  =  5451  )   then regexp_substring  (  repeat  (  right  (  char  (  5451  )  ,0  )  ,500000000  )  ,null  )   else char  (  108  )  ||char  (  76  )  ||char  (  112  )  ||char  (  116  )   end  )   from information_schema.system_users  )   and    (    (   ""rfam"" like ""rfam",sqli
1%'   )    )     )   rlike   (  select * from   (  select  (  sleep  (  5   )    )     )  sgvo  )   and    (    (     (  '%'  =  ',sqli
"-6587'  )   union all select 6349,6349,6349,6349,6349,6349,6349,6349,6349,6349--",sqli
SELECT * FROM area WHERE easily = 'wash',sqli
gaetano,sqli
SELECT * FROM mass WHERE ocean = 'syllable'  AND City = 'characteristic',sqli
select   (  case when   (  8234  =  2498  )   then 8234 else cast  (  1 as int  )  /  (  select 0 from dual  )   end  )   from dual--,sqli
maggee,sqli
SELECT * FROM certain WHERE trouble = 'thou',sqli
SELECT AVG ( Price ) FROM hand,sqli
maid,sqli
"1'  )   or 8315  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  ",sqli
"1' where 1230  =  1230 or char  (  75  )  ||char  (  70  )  ||char  (  99  )  ||char  (  83  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  --",sqli
SELECT * FROM hollow,sqli
"SELECT wp_posts.* FROM wp_posts WHERE ID IN  ( 28313,28341 ) ",sqli
SELECT MIN ( low )  AS plate FROM teeth,sqli
cufre sans,sqli
1'   )    )     )   rlike sleep  (  5  )   and    (    (     (  'svuu'  =  'svuu,sqli
protoalbitar,sqli
vazkn,sqli
42210,sqli
1'+  (  select nash where 4159  =  4159 union all select null#,sqli
SELECT TOP 3 * FROM rise SELECT * FROM substance 3SELECT * FROM cutting,sqli
SELECT * FROM breath FETCH FIRST 50 PERCENT ROWS ONLY,sqli
1'  )   and 3754  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  3754  =  3754  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  )   and   (  'izyf'  =  'izyf,sqli
1 where 8578  =  8578 and 4770  =  4474--,sqli
limit,sqli
1 and   (  1977  =  6852  )  *6852-- clxl,sqli
SELECT AVG ( blank ) FROM thread,sqli
-3938%'   )    )     )   or 2034  =  7209#,sqli
SELECT * FROM gather FETCH FIRST 50 PERCENT ROWS ONLY,sqli
SELECT * FROM though WHERE explain NOT LIKE 'ought%',sqli
SELECT trace ( s )  FROM firm UNION,sqli
select pg_sleep  (  5  )  --,sqli
"1%""   )    )    union all select null,null,null,null,null,null,null,null,null,null#",sqli
SELECT angle ( s )  FROM identity FULL OUTER JOIN,sqli
SELECT * FROM  ( SELECT mass FROM deep ) ,sqli
"1'+  (  select niht where 7294  =  7294 and 3580  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --",sqli
57584234p,sqli
" SELECT column_name ( s )  FROM individual,moon",sqli
" select * from users where id  =  1 or ""%;"" or 1  =  1 -- 1",sqli
-2929'   )    )     )   or 5903  =    (  'qqpjq'||  (  select case 5903 when 5903 then 1 else 0 end from rdb$database  )  ||'qzvzq'  )   and    (    (     (  'nzmk'  =  'nzmk,sqli
select * from users where id  =  1 or $ 1  =  1 or 1  =  1 -- 1,sqli
silas,sqli
SELECT TOP 3 * FROM city,sqli
SELECT AVG ( car ) FROM breeze,sqli
"1""   )    )     )   or exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  6270  =  6270,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )    and    (    (     (  ""uzjn""  =  ""uzjn",sqli
SELECT * FROM end 3,sqli
 UPDATE sleep SET bigger = 'building'WHERE mix = 'shown',sqli
select case when 8237  =  9948 then 1 else null end--,sqli
SELECT * FROM honor FETCH FIRST 3 ROWS ONLY,sqli
SELECT * FROM chapter,sqli
1'  )   rlike   (  select   (  case when   (  7689  =  7689  )   then 1 else 0x28 end   )    )    and   (  'ejnt' like 'ejnt,sqli
vada,sqli
"  SELECT solid AS what, floor AS [practice]  FROM title",sqli
having,sqli
" select * from users where id  =  1 union select 1a#,banner from v$version where rownum  =  1 -- 1",sqli
70,sqli
SELECT * FROM love WHERE surface = 'desk'  AND  ( women = 'chief' OR definition = 'birds' ) ,sqli
SELECT * FROM double WHERE    NOT wheel = 'knew',sqli
"1"" and 3580  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --",sqli
"-8358'   )    )     )   union all select 7282,7282--",sqli
1'  )   where 9272  =  9272,sqli
"sanchez 49,",sqli
l+echosa,sqli
-4137   )    )    as elxu where 5672  =  5672 order by 1--,sqli
SELECT * FROM donkey 3 SELECT * FROM shut,sqli
SELECT TOP 3 * FROM curious SELECT * FROM halfway 3SELECT * FROM telephone,sqli
SELECT TOP 3 * FROM ran,sqli
reiner,sqli
SELECT * FROM rock WHERE anything IN  ( SELECT say FROM curious ) ,sqli
19846981m,sqli
SELECT id FROM users WHERE email LIKE '%@gmail.com',benign
SELECT TOP 3 * FROM wall WHERE organized = 'willing',sqli
SELECT AVG ( is ) FROM happy,sqli
valverde de los arroyos,sqli
"oso, el",sqli
"SELECT t.*, tt.* FROM wp_terms AS t INNER JOIN wp_term_taxonomy AS tt ON t.term_id  =  tt.term_id WHERE tt.taxonomy IN  ( 'wp_theme' )  AND t.name IN  ( 'houzez-child' ) ",sqli
UPDATE orders SET price='alice' WHERE id=96,benign
"-8491"" where 9043  =  9043 union all select 9043,9043,9043,9043,9043,9043,9043,9043,9043--",sqli
"  SELECT * FROM higher WHERE available NOT IN  ( 'work', 'turn', 'plan' )  ",sqli
09301966f,sqli
palacn aucapia,sqli
SELECT COUNT ( engineerID ) FROM sight,sqli
kenji,sqli
"1' where 8860  =  8860 and extractvalue  (  7982,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  7982  =  7982,1   )    )     )  ,0x717a767a71   )    )   --",sqli
troule politi,sqli
SELECT nearly ( s )  FROM round LEFT JOIN,sqli
"-4686""  )   as dxks where 7123  =  7123 or elt  (  1032  =  1032,3623  )  --",sqli
massie.borionko@13horas.gr,sqli
"1   )    )    as dnwj where 2961  =  2961 and char  (  111  )  ||char  (  77  )  ||char  (  121  )  ||char  (  88  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  --",sqli
"1"" where 9341  =  9341",sqli
samm@lawn.sn,sqli
-4835   )    )     )   or   (  4219  =  2081  )  *2081 and    (    (     (  8536  =  8536,sqli
pearroya-pueblonuevo,sqli
SELECT capital ( s FROM probably RIGHT JOIN,sqli
"  SELECT grow AS chair, film AS [fly]  FROM breakfast",sqli
"1""  )   as dlfq where 8410  =  8410",sqli
"1""  )   and 9254  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  --",sqli
SELECT * FROM common WHERE equipment = 'sleep' FETCH FIRST 3 ROWS ONLY,sqli
"1'  )   or char  (  75  )  ||char  (  70  )  ||char  (  99  )  ||char  (  83  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  --",sqli
1   )    )    as wwys where 9248  =  9248,sqli
"1%'  )   and char  (  107  )  ||char  (  121  )  ||char  (  97  )  ||char  (  80  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  --",sqli
"1""  )   where 4913  =  4913",sqli
"1""  )   rlike   (  select * from   (  select  (  sleep  (  5   )    )     )  sgvo  )   and   (  ""fkmh""  =  ""fkmh",sqli
"1"" and char  (  111  )  ||char  (  77  )  ||char  (  121  )  ||char  (  88  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   and ""vukd""  =  ""vukd",sqli
1'   )    )    as nhkp where 8030  =  8030,sqli
end and    (    (   6874  =  6874,sqli
garroch_ista,sqli
desparpajo,sqli
SELECT * FROM consider WHERE    NOT recently = 'seen',sqli
"1%'   )    )    union all select null,null,null,null,null--",sqli
SELECT * FROM silver  WHERE date NOT LIKE '[probably]%',sqli
SELECT * FROM amount WHERE but = 'greater' FETCH FIRST 3 ROWS ONLY,sqli
SELECT AVG ( Price ) FROM recognize,sqli
"urbanitzacio las lomas, 18, 4a",sqli
SELECT * FROM planning WHERE meal = 'property',sqli
FROM  ( SELECT DISTINCT choice FROM event ) ,sqli
SELECT * FROM birthday ORDER BY court DESC,sqli
1o92r,sqli
blotta azagra,sqli
1'||  (  select 'xhcr' from dual where 9279  =  9279,sqli
ceseri@discotecateatre.do,sqli
"   SELECT CustomerName, ContactName, AddressFROM CustomersWHERE Address   IS NULL;",sqli
33s4h9929r,sqli
-2374  )   or 2724 in    (    (   char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  2724  =  2724  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and   (  2576  =  2576,sqli
"   SELECT worth, seen+ ', ' + wise+ ' ' + remember+ ', ' + comfortable AS needs  FROM death",sqli
"-4542 union all select 1249,1249,1249,1249,1249,1249,1249,1249,1249--",sqli
"1""  )   and elt  (  4249  =  4249,7259  )   and   (  ""xgka"" like ""xgka",sqli
1'  )   where 1115  =  1115,sqli
-5352%'   )    )     )   or 2724 in    (    (   char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  2724  =  2724  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and    (    (     (  '%'  =  ',sqli
"1""  )   as bpmk where 6412  =  6412 union all select null,null,null,null#",sqli
"  SELECT FIND_IN_SET ( ""q"", null ) ;",sqli
SELECT * FROM fall WHERE doctor NOT LIKE 'arrow%',sqli
SELECT paper FROM corn,sqli
delujan,sqli
5118230000000000,sqli
SELECT * FROM feed WHERE decide = 'promised' FETCH FIRST 3 ROWS ONLY,sqli
uriz carmona,sqli
"1%""   )    )    or elt  (  6272  =  6272,sleep  (  5   )    )    and    (    (   ""%""  =  """,sqli
SELECT early FROM porch UNION SELECT pound FROM form ORDER BY park,sqli
"calle kresaltxu 94, 3?b",sqli
SELECT * FROM  ( SELECT touch FROM busy ) ,sqli
"-6746""  )   or   (  8459  =  8459  )  *4906 and   (  ""kohi"" like ""kohi",sqli
"select sleep  (  5  )   and   (  ""tlbj"" like ""tlbj",sqli
casado vallcorba,sqli
"-4639""   )    )     )   or 8550  =  9348",sqli
"1'   )    )     )   and 6510  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )   and    (    (     (  'ibav'  =  'ibav",sqli
1' where 9381  =  9381,sqli
Ã½ or 1  =  1 --,sqli
"-6249'   )    )     )   union all select 5136,5136,5136,5136,5136,5136,5136,5136,5136--",sqli
1'  )   or 6793  =    (  select 6793 from pg_sleep  (  5   )    )    and   (  'fupe'  =  'fupe,sqli
"   SELECT COUNT ( steam ) , diameter FROM amount BY spoken",sqli
"  SELECT select AS sail, native AS [boy]  FROM principal",sqli
"select count  (  *  )   from generate_series  (  1,5000000  )   and    (    (     (  1321  =  1321",sqli
SELECT TOP 3 * FROM perfectly,sqli
5537760000000000,sqli
SELECT * FROM nor WHERE notice = 'steep' FETCH FIRST 3 ROWS ONLY,sqli
